,mmsi,basedatetime,lat,lon,sog,cog,heading,vesselname,imo,callsign,vesseltype,vesselstatus,vessellength,vesselwidth,draft,cargo,geom,id,geometry,distance
47402,367341970,2016-01-15 07:32:09,44.68477,-124.24458,10.3,-105.8,297.0,MISS BERDIE,IMO8885884,WBT4452,1001,undefined,24.99,8.62,,,0101000020E61000005D50DF32A70F5FC016A4198BA6574640,10443795,POINT (401371.587599372 4948686.650192268),7151.4293179897295
47404,367341970,2016-01-15 07:51:30,44.7169,-124.3078,10.5,-103.7,295.0,MISS BERDIE,IMO8885884,WBT4452,1001,undefined,24.99,8.62,,,0101000020E61000005D6DC5FEB2135FC04F401361C35B4640,10443839,POINT (396418.9362578907 4952334.193522375),8845.094713664686
47406,367515670,2016-01-15 07:29:33,44.61436,-124.27288,8.9,3.0,4.0,BLACK HAWK,IMO7021962,WDG2439,1025,under way using engine,37.19,10.52,4.6,,0101000020E6100000E1EEACDD76115FC03BFC3559A34E4640,10444057,POINT (399006.7814489253 4940900.098982587),3632.139389644155
47432,367515670,2016-01-15 07:54:54,44.67312,-124.23752,9.1,30.1,28.0,BLACK HAWK,IMO7021962,WDG2439,1025,under way using engine,37.19,10.52,4.6,,0101000020E610000057091687330F5FC04A24D1CB28564640,10445190,POINT (401911.4115412151 4947384.028862501),6700.2940805922935
47483,367341970,2016-01-15 07:29:51,44.68107,-124.23687,9.7,-100.5,297.0,MISS BERDIE,IMO8885884,WBT4452,1001,undefined,24.99,8.62,,,0101000020E6100000D3D9C9E0280F5FC0B324404D2D574640,10447254,POINT (401976.3381496159 4948266.343329927),7297.776106705667
47484,367341970,2016-01-15 07:44:10,44.70467,-124.28344,10.6,-94.9,306.0,MISS BERDIE,IMO8885884,WBT4452,1001,undefined,24.99,8.62,,,0101000020E6100000359886E123125FC0753C66A0325A4640,10447298,POINT (398326.9005104488 4950944.958052733),7686.0867011355185
47505,367515670,2016-01-15 08:07:53,44.70302,-124.21605,9.4,17.4,14.0,BLACK HAWK,IMO7021962,WDG2439,1025,under way using engine,37.19,10.52,4.6,,0101000020E6100000401361C3D30D5FC08B37328FFC594640,10447846,POINT (403662.755842137 4950679.745524737),10178.019264459379
47618,367341970,2016-01-15 07:49:01,44.7128,-124.29949,10.4,-105.0,297.0,MISS BERDIE,IMO8885884,WBT4452,1001,undefined,24.99,8.62,,,0101000020E6100000A9DE1AD82A135FC05E4BC8073D5B4640,10452644,POINT (397069.8416935829 4951868.218410869),8401.232282836461
47644,367515670,2016-01-15 06:46:14,44.50675,-124.26543,9.2,-50.5,0.0,BLACK HAWK,IMO7021962,WDG2439,1025,under way using engine,37.19,10.52,4.6,,0101000020E610000025581CCEFC105FC0BE9F1A2FDD404640,10454144,POINT (399412.615081991 4928937.668749471),14848.170214960053
47741,367341970,2016-01-15 06:57:31,44.62455,-124.13236,10.9,-104.3,297.0,MISS BERDIE,IMO8885884,WBT4452,1001,undefined,24.99,8.62,,,0101000020E61000001CD3139678085FC0C05B2041F14F4640,10459571,POINT (410171.6986206853 4941867.623693045),13807.823624846334
47742,367341970,2016-01-15 06:59:31,44.62805,-124.13905,10.4,-105.0,298.0,MISS BERDIE,IMO8885884,WBT4452,1001,undefined,24.99,8.62,,,0101000020E610000090A0F831E6085FC05C2041F163504640,10459581,POINT (409646.4208442912 4942263.795448139),13243.81046879541
47770,367341970,2016-01-15 07:05:31,44.63912,-124.15898,10.6,-103.0,300.0,MISS BERDIE,IMO8885884,WBT4452,1001,undefined,24.99,8.62,,,0101000020E6100000F52D73BA2C0A5FC0191C25AFCE514640,10460987,POINT (408082.9756597448 4943515.731627443),11623.58326964737
47860,367341970,2016-01-15 07:12:31,44.65153,-124.18111,10.6,-90.3,310.0,MISS BERDIE,IMO8885884,WBT4452,1001,undefined,24.99,8.62,,,0101000020E6100000A1BE654E970B5FC0732EC55565534640,10464539,POINT (406347.8458573876 4944919.430381346),9991.321038366263
47873,367515670,2016-01-15 08:24:03,44.74314,-124.19898,9.2,17.1,16.0,BLACK HAWK,IMO7021962,WDG2439,1025,under way using engine,37.19,10.52,4.6,,0101000020E6100000B8239C16BC0C5FC0BA2C26361F5F4640,10465839,POINT (405080.703171509 4955116.31207865),14474.681718112577
47923,367515670,2016-01-15 08:25:04,44.7456,-124.1979,9.3,16.8,13.0,BLACK HAWK,IMO7021962,WDG2439,1025,under way using engine,37.19,10.52,4.6,,0101000020E610000038F8C264AA0C5FC0E5F21FD26F5F4640,10468277,POINT (405170.225708771 4955388.316161802),14746.771094573696
48099,367341970,2016-01-15 07:26:31,44.67573,-124.22594,10.4,-104.5,297.0,MISS BERDIE,IMO8885884,WBT4452,1001,undefined,24.99,8.62,,,0101000020E6100000EDB60BCD750E5FC08A7615527E564640,10475860,POINT (402833.6320548679 4947660.076172369),7617.534000438745
48100,367515670,2016-01-15 07:24:34,44.6021,-124.27226,8.8,-54.7,354.0,BLACK HAWK,IMO7021962,WDG2439,1025,under way using engine,37.19,10.52,4.6,,0101000020E6100000930035B56C115FC0F775E09C114D4640,10476088,POINT (399034.7341729533 4939537.489581992),4716.797327756841
48183,367515670,2016-01-15 07:27:34,44.60943,-124.27303,8.9,-50.9,354.0,BLACK HAWK,IMO7021962,WDG2439,1025,under way using engine,37.19,10.52,4.6,,0101000020E6100000EC34D25279115FC0C4995FCD014E4640,10479518,POINT (398986.3334540608 4940352.659534702),4027.7922711059664
48192,367341970,2016-01-15 07:27:51,44.67783,-124.23039,10.5,-109.1,293.0,MISS BERDIE,IMO8885884,WBT4452,1001,undefined,24.99,8.62,,,0101000020E6100000D4D4B2B5BE0E5FC0B41F2922C3564640,10480677,POINT (402484.4529413969 4947898.663438731),7466.219431163462
48266,367341970,2016-01-15 07:46:31,44.7087,-124.29103,10.4,-105.4,299.0,MISS BERDIE,IMO8885884,WBT4452,1001,undefined,24.99,8.62,,,0101000020E6100000EA094B3CA0125FC06D567DAEB65A4640,10483931,POINT (397732.7227101601 4951402.122450331),8014.722058417969
